policyParams0,policyParams1,policyParams2,policyParams3,policyParams4,policyParams5,policyParams6,policyParams7,policyParams8,policyParams9
"[-0.09670579 -0.26117816  0.19368074 ...,  0.04399999  0.03699999 -0.07      ]","[ 0.03739467 -0.00593876 -0.10381203 ..., -0.0345     -0.02250001
 -0.05049992]","[ 0.25908693  0.16553725  0.07307437 ...,  0.015      -0.018       0.01999999]","[ 0.35997114  0.01003719 -0.34809274 ..., -0.001      -0.046      -0.01      ]","[-0.09751151 -0.25745626 -0.00503533 ...,  0.0025     -0.0415      0.0015    ]","[ 0.04200436 -0.3335791  -0.11900974 ..., -0.02100005 -0.044      -0.006     ]","[-0.08546847  0.01103607  0.35560685 ...,  0.00899999  0.018      -0.066     ]","[ 0.10632046  0.31021573  0.28168854 ...,  0.02300001 -0.006      -0.007     ]","[-0.24604332  0.31031418  0.07157175 ..., -0.005       0.032       0.044     ]","[ 0.07266248  0.09854297  0.09348948 ..., -0.00649999 -0.0395     -0.0455    ]"
"[-0.09670579 -0.26217816  0.19468074 ...,  0.04399999  0.03399999 -0.07      ]","[ 0.03689467 -0.00543876 -0.10531202 ..., -0.036      -0.02200001
 -0.04999992]","[ 0.25808693  0.16553725  0.07307437 ...,  0.014      -0.02        0.01899999]","[ 0.35897114  0.01103719 -0.34809274 ..., -0.002      -0.046      -0.01      ]","[-0.09701151 -0.25395626 -0.00553533 ...,  0.002      -0.04        0.004     ]","[ 0.03950436 -0.3320791  -0.11750974 ..., -0.02250005 -0.0445     -0.0075    ]","[-0.08646847  0.01203607  0.35660685 ...,  0.01099999  0.019      -0.064     ]","[ 0.10532046  0.30921573  0.28268854 ...,  0.02400001 -0.007      -0.006     ]","[-0.24704332  0.31031418  0.07057175 ..., -0.004       0.031       0.042     ]","[ 0.07216248  0.10004297  0.09198948 ..., -0.00499999 -0.04       -0.046     ]"
"[-0.09570579 -0.26117816  0.19568074 ...,  0.04499999  0.03299999 -0.071     ]","[ 0.03589467 -0.00643876 -0.10631202 ..., -0.035      -0.02100001
 -0.05099992]","[ 0.25708693  0.16453725  0.07407437 ...,  0.013      -0.021       0.01799999]","[  3.58971136e-01   1.20371863e-02  -3.48092735e-01 ...,  -2.52619776e-09
  -4.39999990e-02  -1.29999970e-02]","[-0.09801151 -0.25295626 -0.00453533 ...,  0.003      -0.039       0.003     ]","[ 0.04100436 -0.3315791  -0.11900974 ..., -0.02400005 -0.044      -0.008     ]","[-0.08746847  0.01303607  0.35560685 ...,  0.01099999  0.02       -0.066     ]","[ 0.10582046  0.30971573  0.28218854 ...,  0.02350001 -0.0075     -0.0055    ]","[-0.24804331  0.30831418  0.07257175 ..., -0.006       0.028       0.043     ]","[ 0.07366248  0.10054297  0.09348948 ..., -0.00649999 -0.0415     -0.0475    ]"
"[-0.09520579 -0.26067816  0.19518074 ...,  0.04549999  0.03349999 -0.0705    ]","[ 0.03539467 -0.00793876 -0.10681202 ..., -0.0355     -0.02050001
 -0.05149992]","[ 0.25558693  0.16303725  0.07357437 ...,  0.0115     -0.0215      0.01849999]","[ 0.36097114  0.01203719 -0.35009274 ...,  0.001      -0.046      -0.013     ]","[-0.09851151 -0.25245626 -0.00403533 ...,  0.0025     -0.0385      0.0025    ]","[ 0.04200436 -0.3295791  -0.11900974 ..., -0.02400005 -0.043      -0.007     ]","[-0.08646847  0.01403607  0.35760685 ...,  0.00999999  0.022      -0.066     ]","[ 0.10682046  0.31171573  0.28118854 ...,  0.02450001 -0.0065     -0.0055    ]","[-0.24754331  0.30781418  0.07207175 ..., -0.0055      0.0275      0.0435    ]","[ 0.07316248  0.10104297  0.09298948 ..., -0.00699999 -0.042      -0.046     ]"
"[-0.09370579 -0.26117816  0.19368074 ...,  0.04499999  0.03199999 -0.07      ]","[ 0.03589466 -0.00743876 -0.10631206 ..., -0.037      -0.01900001
 -0.05299992]","[ 0.25408693  0.16153725  0.07407438 ...,  0.012      -0.021       0.01799999]","[ 0.35997114  0.01003719 -0.35109273 ...,  0.003      -0.045      -0.014     ]","[-0.09901151 -0.25095626 -0.00353533 ...,  0.001      -0.038       0.001     ]","[ 0.04350436 -0.3300791  -0.11650974 ..., -0.02650005 -0.0455     -0.0055    ]","[-0.08796847  0.01353607  0.35710685 ...,  0.01149999  0.0255     -0.0655    ]","[ 0.10532046  0.31021573  0.28268853 ...,  0.02300001 -0.005      -0.007     ]","[-0.24704332  0.30831418  0.07357175 ..., -0.004       0.026       0.042     ]","[ 0.07366248  0.10254297  0.09248948 ..., -0.00749999 -0.0415     -0.0465    ]"
"[-0.09420579 -0.26067816  0.19318074 ...,  0.04449999  0.03249999 -0.0685    ]","[ 0.03639466 -0.00593876 -0.10581206 ..., -0.0375     -0.01950001
 -0.05249992]","[ 0.25708693  0.15853726  0.07607438 ...,  0.011      -0.023       0.01699999]","[ 0.35897114  0.00903719 -0.35009274 ...,  0.004      -0.046      -0.015     ]","[-0.10051151 -0.25245626 -0.00203533 ...,  0.0015     -0.0375     -0.0005    ]","[ 0.04400436 -0.3315791  -0.11800973 ..., -0.02600005 -0.043      -0.003     ]","[-0.08746847  0.01403607  0.35760685 ...,  0.01099999  0.026      -0.067     ]","[ 0.10682046  0.30971573  0.28118853 ...,  0.02150001 -0.0065     -0.0055    ]","[-0.24654332  0.30881418  0.07407175 ..., -0.0035      0.0255      0.0415    ]","[ 0.07116248  0.10404297  0.08998948 ..., -0.00799999 -0.039      -0.047     ]"
"[-0.09370579 -0.25717816  0.19268074 ...,  0.04599999  0.02899999 -0.072     ]","[ 0.03589467 -0.00643875 -0.10531206 ..., -0.04       -0.02000001
 -0.05299992]","[ 0.25758693  0.15803726  0.07657438 ...,  0.0105     -0.0225      0.01749999]","[ 0.35947114  0.00853719 -0.34959274 ...,  0.0035     -0.0465     -0.0155    ]","[-0.09951151 -0.25145626 -0.00303533 ...,  0.0005     -0.0375     -0.0005    ]","[ 0.04450436 -0.3310791  -0.11750973 ..., -0.02650005 -0.0435     -0.0035    ]","[-0.08696847  0.01453607  0.35810685 ...,  0.01049999  0.0265     -0.0675    ]","[ 0.10632046  0.30921573  0.28168853 ...,  0.02000001 -0.005      -0.005     ]","[-0.24804332  0.30831418  0.07457175 ..., -0.003       0.024       0.042     ]","[ 0.07066248  0.10454297  0.08948948 ..., -0.00849999 -0.0385     -0.0465    ]"
"[-0.09320579 -0.25767816  0.19218074 ...,  0.04549999  0.02949999 -0.0725    ]","[ 0.03589467 -0.00643875 -0.10631206 ..., -0.039      -0.01900001
 -0.05399992]","[ 0.25808693  0.15953725  0.07807438 ...,  0.012      -0.021       0.01699999]","[ 0.36097114  0.01003719 -0.35209273 ...,  0.006      -0.047      -0.015     ]","[-0.09751151 -0.25045626 -0.00503533 ...,  0.0005     -0.0395     -0.0025    ]","[ 0.04400436 -0.3325791  -0.11800973 ..., -0.02800005 -0.045      -0.003     ]","[-0.08746847  0.01503607  0.35760685 ...,  0.01199999  0.027      -0.067     ]","[ 0.10582046  0.30871573  0.28218853 ...,  0.01950001 -0.0035     -0.0045    ]","[-0.24604332  0.30731418  0.07557175 ..., -0.002       0.025       0.044     ]","[ 0.07016248  0.10404297  0.09098948 ..., -0.00899999 -0.037      -0.047     ]"
"[-0.09220579 -0.25567816  0.19118074 ...,  0.04549999  0.02849999 -0.0735    ]","[ 0.03339467 -0.00693877 -0.10981206 ..., -0.0415     -0.01750001
 -0.05349992]","[ 0.26058693  0.15903725  0.07957438 ...,  0.0145     -0.0205      0.01849999]","[ 0.36047114  0.01153719 -0.35159274 ...,  0.0055     -0.0455     -0.0165    ]","[-0.09751151 -0.25245626 -0.00503533 ...,  0.0005     -0.0405     -0.0045    ]","[ 0.04200436 -0.3335791  -0.11900973 ..., -0.02600005 -0.045      -0.003     ]","[-0.08946847  0.01403607  0.35860685 ...,  0.01199999  0.025      -0.065     ]","[ 0.10632046  0.30721573  0.27968853 ...,  0.02000001 -0.002      -0.003     ]","[-0.24554332  0.30681418  0.07607175 ..., -0.0025      0.0255      0.0445    ]","[ 0.06866248  0.10554297  0.09148948 ..., -0.00849999 -0.0385     -0.0455    ]"
"[-0.09070579 -0.25417816  0.19168074 ...,  0.04699999  0.02699999 -0.072     ]","[ 0.03389466 -0.00643877 -0.10931206 ..., -0.042      -0.01600001
 -0.05299992]","[ 0.26108693  0.15753725  0.08007438 ...,  0.015      -0.022       0.01699999]","[ 0.35897114  0.01003719 -0.35109274 ...,  0.005      -0.045      -0.015     ]","[ -9.60115103e-02  -2.51956259e-01  -6.53533276e-03 ...,  -6.50462871e-10
  -4.20000003e-02  -3.00000471e-03]","[ 0.04150436 -0.3320791  -0.11850973 ..., -0.02750005 -0.0465     -0.0045    ]","[-0.09046847  0.01503607  0.35960641 ...,  0.01299999  0.024      -0.064     ]","[ 0.10582046  0.30671573  0.28018853 ...,  0.02050001 -0.0015     -0.0035    ]","[-0.24654332  0.30481418  0.07607175 ..., -0.0005      0.0295      0.0455    ]","[ 0.06816248  0.10604297  0.09098948 ..., -0.00799999 -0.04       -0.044     ]"
"[-0.0882058  -0.25467816  0.19218074 ...,  0.04949999  0.02549999 -0.0705    ]","[ 0.03289467 -0.00743877 -0.11031206 ..., -0.042      -0.01500001
 -0.05299992]","[ 0.26258693  0.15603725  0.08157438 ...,  0.0135     -0.0225      0.01649999]","[ 0.35897114  0.00803719 -0.35109274 ...,  0.003      -0.044      -0.017     ]","[-0.09401151 -0.25195626 -0.00853533 ..., -0.001      -0.042       0.001     ]","[ 0.04300436 -0.3315791  -0.11800973 ..., -0.02800005 -0.048      -0.006     ]","[-0.08946847  0.01703607  0.35860641 ...,  0.01299999  0.022      -0.062     ]","[  1.06320464e-01   3.05215734e-01   2.81688530e-01 ...,   1.90000072e-02
   6.95575348e-10  -3.99999837e-03]","[-0.24604332  0.30531418  0.07557175 ..., -0.001       0.028       0.047     ]","[ 0.06766248  0.10654297  0.09048948 ..., -0.00849999 -0.0405     -0.0445    ]"
"[-0.0892058  -0.25567816  0.19018074 ...,  0.05149999  0.02549999 -0.0715    ]","[ 0.03039467 -0.00893876 -0.11181206 ..., -0.0415     -0.01650001
 -0.05349992]","[ 0.26208693  0.15453725  0.08207438 ...,  0.014      -0.023       0.01599999]","[ 0.35797114  0.00703719 -0.35009274 ...,  0.002      -0.045      -0.018     ]","[-0.09251151 -0.25245626 -0.01003533 ..., -0.0005     -0.0425      0.0035    ]","[ 0.04350436 -0.3310791  -0.11650973 ..., -0.02950005 -0.0485     -0.0055    ]","[-0.08746847  0.01903607  0.35960641 ...,  0.01199999  0.02       -0.06      ]","[ 0.10732046  0.30721573  0.27968853 ...,  0.01900001 -0.002      -0.005     ]","[-0.24654332  0.30381418  0.07707175 ..., -0.0005      0.0275      0.0485    ]","[ 0.06916248  0.10604297  0.09098948 ..., -0.00699999 -0.042      -0.045     ]"
"[-0.0877058  -0.25517816  0.18868074 ...,  0.05299999  0.02499999 -0.071     ]","[ 0.02989467 -0.01043876 -0.11131206 ..., -0.04       -0.01500001
 -0.05499992]","[ 0.26108693  0.15353725  0.08307438 ...,  0.015      -0.022       0.01499999]","[ 0.35797114  0.00603719 -0.35009274 ...,  0.002      -0.046      -0.019     ]","[-0.09151151 -0.25145626 -0.01103533 ...,  0.0015     -0.0445      0.0025    ]","[ 0.04400436 -0.3315791  -0.11700973 ..., -0.02900005 -0.049      -0.007     ]","[-0.08546847  0.01903607  0.36160641 ...,  0.00999999  0.018      -0.057     ]","[ 0.10832046  0.30821573  0.27868853 ...,  0.02000001 -0.003      -0.004     ]","[ -2.45043318e-01   3.03314181e-01   7.75717461e-02 ...,   7.67950484e-10
   2.59999955e-02   5.09999994e-02]","[ 0.06816248  0.10504297  0.08998948 ..., -0.00599999 -0.04       -0.047     ]"
"[-0.0867058  -0.25417816  0.18768074 ...,  0.05399999  0.02399999 -0.07      ]","[ 0.02989467 -0.01143875 -0.11131206 ..., -0.039      -0.01600001
 -0.05599992]","[ 0.26058693  0.15303725  0.08257438 ...,  0.0155     -0.0215      0.01449999]","[ 0.35797114  0.00403719 -0.35009274 ...,  0.003      -0.049      -0.02      ]","[-0.09101151 -0.25095626 -0.00953533 ...,  0.001      -0.044       0.002     ]","[ 0.04500436 -0.3305791  -0.11600973 ..., -0.03000005 -0.05       -0.008     ]","[-0.08446847  0.02003607  0.36260641 ...,  0.00899999  0.019      -0.058     ]","[ 0.10782046  0.30871573  0.27918853 ...,  0.01950001 -0.0025     -0.0045    ]","[-0.24454332  0.30481418  0.07607175 ..., -0.0005      0.0275      0.0495    ]","[ 0.06866248  0.10454297  0.09048948 ..., -0.00549999 -0.0395     -0.0475    ]"
